id,name,sku,price,currency,variations,quantity,status
5160,بربري بودي انتنس 85 مل,,218,SAR,,1,sale
5161,212 سكسي  ميني 25 مل,,15,SAR,,12,sale
5165,ديور بويسن هافي نايت ميني 25 مل,,15,SAR,,2,sale
5169,جفنشي ( ميني),,15,SAR,,12,sale
5173,212 الرجالي كارولينا هيرير 100مل,,219,SAR,,2,sale
5181,بربري بريت النسائي ,,209,SAR,,1,sale
5182,اسكادا جوي فل النسائي 75مل,,245,SAR,,1,sale
5184,دافيدوف كول واتر 125 مل,,127,SAR,,1,sale
5187,روبرتو كافارلي 75 مل ,,205,SAR,,1,sale
5188,بلاك أوبيوم 90 مل ,,325,SAR,,1,sale
5190,باريسيان  90مل,,269,SAR,,2,sale
5192, سي اتش  CH  ميني 25 مل,,15,SAR,,4,sale
5195,بربري ميني 25 مل ,,15,SAR,,4,sale
5209,اسكادا ميني 25 مل ,,15,SAR,,2,sale
5212,212 الذهبي رجالي ميني ,,15,SAR,,3,sale
5217, ميني بويسون ديور,,15,SAR,,2,sale
5220,بدي بربري  ميني ,,15,SAR,,5,sale
5221,212 الذهبي رجالي ميني ,,15,SAR,,1,sale
5227,بربري الذهبي ( ميني ),,15,SAR,,4,sale
5231,بربري ميني ,,15,SAR,,12,sale
5234,تغليف الهداية,,12,SAR,,100,sale
5235,بربري ,,189,SAR,,2,sale
5236, قوتشي الذهبي ,,249,SAR,,1,sale
5243, عطر 212 Vipفي آي بي من كارولينا هيريرا الرجالي,,239,SAR,,2,sale
5512,أسورة السعادة,,25,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646 "",""value"":""\u0645\u0648\u0641, \u0648\u0631\u062f\u064a""},{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633"",""value"":""14\u0633\u0645, 15\u0633\u0645, 16\u0633\u0645, 17\u0633\u0645, 19\u0633\u0645, 20\u0633\u0645""}]",10,sale
5515,بيبي جيني  ( بوي ),,15,SAR,,12,sale
5534,ديور فاشن شو,,9614,SAR,,3,sale
5549,Dior Satan ,,9614,SAR,,6,sale
5557,ديوراما مايكرو,,2300,SAR,,3,sale
5572,ديوراما مايكرو ساير,,3200,SAR,,3,sale
5573,ارميس سليبر ,,2126,SAR,,100,sale
5666,درزن عطور ميني مشكله 12 حبه,,139,SAR,,20,sale
5790,chanel small bag,,10882,SAR,,10,hidden
5791,goyard shopping bag ,,1,SAR,,3,sale
5792,الفواحه,,50,SAR,,30,sale
5795,النظارة ثلاثية الابعاد,,110,SAR,,22,sale
5797,النظارة ثلاثية الابعاد,,110,SAR,,23,sale
5798,الفواحه,,50,SAR,,30,sale
5802,الوصلة,,15,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646"",""value"":""\u0627\u0632\u0631\u0642, \u0627\u0628\u064a\u0636""}]",12,sale
5803,النظارة ثلاثية الابعاد,,110,SAR,,12,sale
5816,الاساور,,15,SAR,"[{""name"":""\u0627\u0644\u0646\u0648\u0639"",""value"":""\u0627\u0644\u0627\u064a\u0641\u0648\u0646, \u0627\u0644\u0627\u0646\u062f\u0631\u0648\u064a\u062f""},{""name"":""\u0627\u0644\u0644\u0648\u0646"",""value"":""\u0627\u0644\u0627\u0633\u0648\u062f, \u0627\u0644\u0627\u0632\u0631\u0642, \u0627\u0644\u0632\u0647\u0631\u064a""}]",33,sale
5864,أساور مضيئة 100حبة,,35,SAR,,5,hidden
5880,اسورة سودا,,25,SAR,"[{""name"":""اللون "",""value"":""اسود, ابيض""},{""name"":""المقاس"",""value"":""10سم, 11سم, 12سم, 13سم, 14سم, 15سم, 16سم, 17سم, 18سم, 19سم, 20سم, 21سم, 22سم, 23سم""}]",10,sale
5908,الحجر الأسود الطبيعي,,20,SAR,,15,sale
5909,أملاح البحر الميت 1كيلو,,85,SAR,,10,sale
5947,تلبيسه زجاجه الماء,,20,SAR,,1,sale
5982,بيبي كريم من ميشا / درجة ٢٧,,120,SAR,,1,sale
6070,Big Size Cookies | كوكيز حجم كبير ,,50,SAR,,0,out
6078,بيض الكوكو | Meringue,,40,SAR,"[{""name"":""نكهة ماء الورد والفستق | Rose water and pistachio "",""value"":""علبة كبير, علبة صغير""},{""name"":""نكهة القهوة | Coffee "",""value"":""علبة كبير, علبة صغير""},{""name"":""نكهة النارجين | Coconut"",""value"":""علبة كبير, علبة صغير""}]",NULL,sale
6157,dior micro ,,3700,SAR,"[{""name"":""الالوان "",""value"":""ذهبي, فضي""}]",7,sale
6178,بالونات النجوم الشفافة,,15,SAR,,10,sale
6179,بالونات القلوب الشفافة,,22.5,SAR,,100,sale
6180,بالونات شفافة,,30,SAR,,100,hidden
6181,آلة الحلوى,,15,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u062d\u0645\u0631, \u0627\u062e\u0636\u0631, \u0627\u0635\u0641\u0631, \u0648\u0631\u062f\u064a, \u0627\u0633\u0648\u062f, \u0627\u0628\u064a\u0636, \u0627\u0632\u0631\u0642""}]",1,sale
6182,اكياس الهدايا,,11.25,SAR,"[{""name"":""\u0627\u0644\u0634\u0643\u0644"",""value"":""\u0661 \u0627\u0644\u0641\u0642\u0645\u0629 \u0627\u0644\u0628\u0646\u064a\u0629, \u0662\u0627\u0644\u0627\u0631\u0646\u0628 \u0627\u0644\u0645\u0628\u062a\u0633\u0645, \u0663\u0627\u0644\u0627\u0631\u0646\u0628 \u0630\u0648 \u0627\u0644\u0634\u0639\u0631 \u0627\u0644\u0643\u062b\u064a\u0641, \u0664\u0627\u0644\u0627\u0631\u0646\u0628 \u0627\u0644\u0636\u0627\u062d\u0643, \u0665\u0632\u062e\u0627\u0631\u0641 \u0635\u063a\u064a\u0631\u0647""}]",20,hidden
6183,اكياس الهدايا,,11.25,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646"",""value"":""\u0627\u0628\u064a\u0636, \u0627\u0635\u0641\u0631, \u0627\u0632\u0631\u0642""}]",100,sale
6184,رولات التزيين 300×6 سنتيمتر,,11.25,SAR,,1,sale
6185,جيوب الملاعق ,,11.25,SAR,,5,sale
6220,حافظة الطعام 15.5x12.3x17.5,,45,SAR,,1,sale
6223,آلة ورق العنب والسوشي,,26.25,SAR,,1,sale
6225,إضاءة بالتحسس 7.5 inch,,48.75,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646"",""value"":""\u0627\u0628\u064a\u0636, \u0627\u0635\u0641\u0631""}]",1,sale
6226,إضاءة الكور المغربية,,45,SAR,,1,sale
6238,رف بعلاقات,,48.75,SAR,,1,hidden
6244,بجامة متصلة للكبار,,90,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646:"",""value"":""\u0627\u0644\u0632\u0631\u0627\u0641\u0629, \u0627\u0644\u0628\u0642\u0631\u0629, \u0627\u062d\u0627\u062f\u064a \u0627\u0644\u0642\u0631\u0646 \u0627\u0628\u064a\u0636 \u0628\u0648\u0631\u062f\u064a, \u062a\u0648\u062a\u0648\u0631\u0648\u060c \u0631\u0645\u0627\u062f\u064a \u0628\u0627\u0628\u064a\u0636, \u0633\u062a\u064a\u062a\u0634\u060c \u0627\u0632\u0631\u0642 \u063a\u0627\u0645\u0642 \u0648\u0641\u0627\u062a\u062d, \u0628\u064a\u0643\u0627\u062a\u0634\u0648\u060c \u0627\u0635\u0641\u0631, \u062a\u0645\u0633\u0627\u062d\u060c \u0627\u062e\u0636\u0631 \u063a\u0627\u0645\u0642, \u0647\u064a\u0643\u0644 \u0639\u0638\u0645\u064a""},{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633:"",""value"":""S, M, L, XL""},{""name"":""\u0627\u0644\u0643\u0645\u064a\u0629:"",""value"":""1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15""}]",1,sale
6245,بجامة متصلة للأطفال,,86.26,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646:"",""value"":""\u0628\u064a\u062c, \u0627\u0633\u0648\u062f, \u0627\u0633\u0648\u062f \u0648\u0627\u0628\u064a\u0636, \u0627\u062e\u0636\u0631, \u0628\u0631\u062a\u0642\u0627\u0644\u064a""},{""name"":""\u0627\u0644\u0639\u0645\u0631 \u0628\u0627\u0644\u0633\u0646\u0648\u0627\u062a:"",""value"":""3-4, 4-5, 5-6, 6-7, 7-8, 8-9""}]",1,sale
6246,بجامة متصلة للرضع,,71.26,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646 \u0648\u0627\u0644\u0634\u0643\u0644:"",""value"":""\u0633\u062a\u064a\u062a\u0634\u060c \u0627\u0632\u0631\u0642, \u0627\u0644\u0628\u0627\u0646\u062f\u0627, \u0627\u0644\u0641\u0647\u062f, \u0627\u0644\u0646\u0645\u0631, \u0627\u0644\u0628\u0637\u0647, \u0627\u0644\u0645\u0631\u0642\u0637, \u0627\u0644\u0646\u062d\u0644\u0647, \u0627\u0644\u0627\u0631\u0646\u0628 \u0648\u0631\u062f\u064a \u0628\u0628\u0637\u0646 \u0627\u0628\u064a\u0636, \u0627\u0644\u0627\u0631\u0646\u0628 \u0627\u0628\u064a\u0636 \u0628\u0628\u0637\u0646 \u0648\u0631\u062f\u064a, \u062e\u0646\u0641\u0633\u0627\u0621""},{""name"":""\u0627\u0644\u0639\u0645\u0631 \u0628\u0627\u0644\u0634\u0647\u0648\u0631:"",""value"":""0-6, 6-12, 12-18, 18-24""}]",1,sale
6250,حامل الجوال,,26.25,SAR,,1,hidden
6252,حامل الجوال,,7.5,SAR,,1,hidden
6259,خلفية تصوير ٥x٧ اقدام,,98,SAR,,1,hidden
6260,خلفية تصوير 90x150cm ,,48.75,SAR,,1,hidden
6261,خلفية التصوير 250x150cm,,76.01,SAR,,1,hidden
6262,خلفية تصوير 90x150cm,,26.25,SAR,"[{""name"":""\u0627\u0644\u0646\u0645\u0648\u0630\u062c"",""value"":""\u0627\u0644\u0627\u0648\u0644 \u0639\u0627\u0644\u064a\u0645\u064a\u0646, \u0627\u0644\u062b\u0627\u0646\u064a \u0639\u0627\u0644\u064a\u0633\u0627\u0631""}]",1,hidden
6263,خلفية تصوير 90x150cm,,41.25,SAR,,1,hidden
6264,خلفية تصوير 90x150,,22.5,SAR,"[{""name"":""\u0627\u0644\u0646\u0645\u0648\u0630\u062c:"",""value"":""\u0628\u0646\u064a, \u0627\u0628\u064a\u0636""}]",1,hidden
6265,اكياس الشاي,,7.5,SAR,,100,hidden
6266,بخاخ الفواكة,,7.5,SAR,,1,hidden
6275,ادوات تزيين الكيك,,33.75,SAR,,33,hidden
6278,اداة لتفريغ المخبوزات,,7.5,SAR,,1,hidden
6279,أداة تزيين,,22.5,SAR,,1,hidden
6280,بالونات مواليد كبيرة,,11.25,SAR,"[{""name"":""\u0627\u0644\u0627\u0644\u0648\u0627\u0646"",""value"":""\u0648\u0631\u062f\u064a, \u0627\u0632\u0631\u0642""}]",6,hidden
6281,بالونات لولبية,,22.5,SAR,,100,hidden
6282,بالونات عملاقة,,7.5,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0633\u0648\u062f, \u0627\u0628\u064a\u0636, \u0627\u0632\u0631\u0642, \u0634\u0641\u0627\u0641, \u0630\u0647\u0628\u064a, \u0633\u0645\u0627\u0648\u064a, \u0628\u0631\u062a\u0642\u0627\u0644\u064a, \u0648\u0631\u062f\u064a, \u0628\u0646\u0641\u0633\u062c\u064a, \u0627\u062d\u0645\u0631, \u0641\u0648\u0634\u064a, \u0641\u0636\u064a, \u0627\u0635\u0641\u0631""}]",1,hidden
6284,اداة لتسهيل الشرب,,11.25,SAR,,1,sale
6305,إضاءة القلوب ١.٢٦ م,,26.25,SAR,,1,sale
6306,إضاءة الورد,,18.75,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0628\u064a\u062c, \u0627\u0628\u064a\u0636, \u0648\u0631\u062f\u064a""}]",1,sale
6307,إضاءة الزهر ٢.٢ م,,33.75,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0632\u0631\u0642, \u0645\u0644\u0648\u0646, \u0627\u062d\u0645\u0631, \u0627\u0628\u064a\u0636 \u062f\u0627\u0641\u0626""}]",NULL,sale
6316,إضاءة الستارة ٣م x ٣م ,,64,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0632\u0631\u0642, \u0648\u0631\u062f\u064a, \u0627\u0628\u064a\u0636, \u0627\u0628\u064a\u0636 \u062f\u0627\u0641\u0626, \u0645\u0644\u0648\u0646""}]",1,sale
6320,حقيبة البيض,,33.75,SAR,"[{""name"":""\u0627\u0644\u0627\u0644\u0648\u0627\u0646"",""value"":""\u0627\u062e\u0636\u0631, \u0628\u0631\u062a\u0642\u0627\u0644\u064a, \u0641\u0648\u0634\u064a""}]",1,hidden
6321,اداة لإغلاق الاكياس,,7.5,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0632\u0631\u0642, \u0648\u0631\u062f\u064a, \u0628\u0646\u0641\u0633\u062c\u064a, \u0627\u0628\u064a\u0636 \u0648\u0628\u0631\u062a\u0642\u0627\u0644\u064a, \u0627\u0628\u064a\u0636 \u0648\u0648\u0631\u062f\u064a, \u0627\u0635\u0641\u0631""}]",1,hidden
6326,حامي الأسلاك الملون,,7.5,SAR,,10,hidden
6333,الاساور والعيدان المضيئة,,26.25,SAR,,50,hidden
6334,إضاءة سلك نحاسي ١٠ أمتار,,45,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0632\u0631\u0642, \u0627\u062e\u0636\u0631, \u0645\u0644\u0648\u0646, \u0648\u0631\u062f\u064a, \u0628\u0646\u0641\u0633\u062c\u064a, \u0627\u062d\u0645\u0631, \u0627\u0628\u064a\u0628\u0636 \u062f\u0627\u0641\u0626, \u0627\u0628\u064a\u0636, \u0627\u0635\u0641\u0631""}]",NULL,hidden
6335,بالونات مضيئة ,,11.25,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0628\u064a\u0636, \u0645\u0644\u0648\u0646""}]",10,hidden
6336,إضاءة الكور 3m,,26.25,SAR,,1,hidden
6337,إضاءة النجوم,,15,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646"",""value"":""\u0627\u0633\u0648\u062f, \u0627\u0632\u0631\u0642, \u0648\u0631\u062f\u064a, \u0628\u0646\u0641\u0633\u062c\u064a""}]",1,hidden
6383,زيت الجوجوبا,,69,SAR,,2,sale
6428,chanel sneaker,,3228,SAR,,9,sale
6452,dior micr micro,,3200,SAR,,7,sale
6562,iphone6 cross bag,,2163,SAR,"[{""name"":""الالوان "",""value"":""""},{""name"":""الالوان"",""value"":""اورانج, ازرق""},{""name"":""الالوان"",""value"":""الالوان""}]",10,hidden
6579,حافظة آيفون مع قلم واستكر حماية,,30,SAR,,1,sale
6604,اربطة بلاستك ثابته للجزم,,40,SAR,,1,sale
6629,زمام انف فص الماس,,300,SAR,,1,hidden
6630,حلق فضة بخرز اللؤلؤ الاصلي,,50,SAR,,1,hidden
6631,استور اللؤلؤ الاصلي المطاطية,,100,SAR,,1,hidden
6655,حقيبةجلدية,,150,SAR,,1,hidden
6685,حقيبة واسعة فابريك قاعدة ثابته,,250,SAR,,1,sale
6711,اساور لؤلؤ اصلي مطاطية ,,150,SAR,,1,hidden
6714,حقيبة جلدية,,150,SAR,,1,hidden
6715,اساور مطلية بالذهب,,40,SAR,,1,hidden
6716,حلق ذهب ابيض بفص الماس اسود ,,500,SAR,,1,sale
6717,استاند تعليق اكسسوارات,,100,SAR,,1,sale
6721,حقيبة كوري,,150,SAR,,1,hidden
6745,حلق -اسوارة لؤلؤ امريكي ,,200,SAR,,1,hidden
6766,زمام من الذهب الخالص فصوص كريستال,,200,SAR,,1,sale
6797,زمام انف من الفضة فص كريستال (اختياري),,100,SAR,,1,sale
6813,حقيبة اطفال ,,200,SAR,,NULL,sale
6816,زمام انف ستيل طبي كريستال قلب,,50,SAR,,1,sale
6842,حافظة العدسات المتحركة,,150,SAR,,1,sale
6854,dior mini diorama,,10051,SAR,,4,sale
6861,بطارية Goui 13000mAh + كيبل أيفون مجدول,,211,SAR,,9,hidden
6865,ysl min size ,,6765,SAR,"[{""name"":""الالوان "",""value"":""الاسود, رمادي""}]",7,sale
6893,زبدة الشيا العضوية,,65,SAR,,1,sale
6897,دفاية الاكواب,,30,SAR,"[{""name"":""\u0627\u0644\u0644\u0648\u0646:"",""value"":""\u0627\u0628\u064a\u0636, \u0627\u0632\u0631\u0642, \u0627\u0635\u0641\u0631""}]",1,hidden
6898,اكواب بمجسمات حيوانات لطيفة,,30,SAR,"[{""name"":""الشكل:"",""value"":""ارنب, باندا, بطة, قطة, ارنب ذكر, بقرة, دولفين, حصان, زرافة, خنزير, كلب""}]",1,hidden
6900,chanel m boy,,3720,SAR,,5,hidden
6904,إضاءة 5 امتار بالريموت 18 لون,,60,SAR,,1,hidden
7011,جهاز التحكم المنزلي Broad Link RM Pro,,207,SAR,,9,sale
7067,خيط قطن ١٠٠٪‏,,16.5,SAR,,1,sale
7166,بطانيه+قبعه,,235,SAR,,2,sale
7244,pucci sneaker ,,1786,SAR,"[{""name"":""\u0627\u0644\u0627\u0644\u0648\u0627\u0646 "",""value"":""\u0627\u0635\u0641\u0631, \u0627\u062e\u0636\u0631""}]",30,hidden
7252,زبدة الشيا الخام,,55,SAR,,NULL,deleted
7281,20162,,143,SAR,,1,deleted
7303,الرموش الكوريه للااستخدام اكثر من مره,,60,SAR,,20,hidden
7304,زيت بيفور لتطويل الشعر بشهر مع استرجاع المبلغ اذا لم تحصلي ع نتيجه,,200,SAR,,20,hidden
7337,بوكس المكياج ,,1000,SAR,,2,hidden
7403,خلطه بيفور للتفتيح الطبيعي والنعومهه,,100,SAR,,20,sale
7420,تغليف ساعه ,,400,SAR,,0,out
7424,جزمة ساندريلا,,480,SAR,,NULL,sale
7425,بوكس ورد ,,380,SAR,,NULL,sale
7493,بلاشر ذا بالم ,,20,SAR,,10,sale
7494,بلاشر ذا بالم ,,20,SAR,,10,sale
7498,باليت مورفي ,,75,SAR,,10,sale
7500,جوارب وقفازات الموديل روز,,50,SAR,,10,sale
7511,ارواج جفري ستارز ,,25,SAR,,10,sale
7513,ارواج لا قيرل ,,25,SAR,,10,sale
7531,بودره فور ايفر ,,50,SAR,,10,sale
7534,ارواج كايلي مع محدد,,35,SAR,,10,sale
7559,ارواج لايم كرايم ,,20,SAR,,10,sale
7760,بولقري - تسليم فوري,,1200,SAR,,1,sale
7785,برايمر بنفيت ,,60,SAR,,NULL,sale
7786,برايمرات بنفت,,60,SAR,,NULL,hidden
7787,إضائة ألف ,,50,SAR,,NULL,sale
7788,برايمرات makeup for ever,,150,SAR,,NULL,sale
7789,برايمر makeup forever للترطيب,,150,SAR,,NULL,sale
7790,برايمر makeup forever للنظاره ,,150,SAR,,NULL,sale
7791,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7792,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7793,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7794,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7795,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7796,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7797,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7798,ارواج kylie درجه اولى ,,100,SAR,,NULL,sale
7800,اسفنجة بيوتي بلندر ,,60,SAR,,NULL,sale
7802,اسفنجة فوكس ,,45,SAR,,NULL,sale
7803,الفوطه السحريه ,,60,SAR,,NULL,sale
7806,اضائة انستازيا ,,90,SAR,,NULL,sale
7807,إضائة انستازيا ,,90,SAR,,NULL,sale
7813,ارواج NYX ,,45,SAR,,NULL,sale
7814,ارواج NYX,,45,SAR,,NULL,sale
7829,Queen Helene Mask,,35,SAR,,4,sale
7832,My Bottle,,30,SAR,"[{""name"":""\u0627\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0633\u0648\u062f, \u0648\u0631\u062f\u064a, \u0627\u0632\u0631\u0642, \u0627\u062e\u0636\u0631""}]",10,sale
7833,FaceTox Mask,,35,SAR,,3,sale
7834,FaceTox Mask,,250,SAR,,20,sale
7836,My Bottle,,30,SAR,"[{""name"":""\u0627\u0644\u0648\u0627\u0646"",""value"":""\u0627\u0633\u0648\u062f, \u0627\u0632\u0631\u0642, \u0627\u062e\u0636\u0631, \u0648\u0631\u062f\u064a""}]",10,sale
7837,توب من اسوس,,100,SAR,"[{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633"",""value"":""M""}]",1,sale
7838,تنورة ميدي ASOS ,,120,SAR,"[{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633"",""value"":""S""}]",1,sale
7839,بنطلون ASOS ,,180,SAR,"[{""name"":""\u0627\u0644\u0623\u0644\u0648\u0627\u0646 "",""value"":""\u0627\u0633\u0648\u062f""},{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633"",""value"":""M""}]",1,sale
7840,بنطلون ASOS ,,180,SAR,"[{""name"":""\u0627\u0644\u0627\u0644\u0648\u0627\u0646"",""value"":""\u0641\u0636\u064a""},{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633"",""value"":""S""}]",1,sale
7844,تيشيرت رجالي Puma,,65,SAR,"[{""name"":""\u0627\u0644\u0645\u0642\u0627\u0633"",""value"":""XL""}]",1,sale
7861,تشيز اللوتس ,,0,SAR,,NULL,sale
7870,تشيز اللوتس ,,0,SAR,,NULL,sale
7884,تشيز اللوتس ,,0,SAR,,NULL,sale
7890,تشيز اللوتس ,,0,SAR,,NULL,sale
7893,تارت اللوتس ,,0,SAR,,NULL,hidden
7908,تارت اللوتس ,,60,SAR,,0,out
7917,تارت اللوتس ,,60,SAR,,0,out
7931,اديداس شوز ,,250,SAR,,NULL,sale
7932,اديداس شوز ,,250,SAR,,NULL,sale
7933,اديداس شوز ,,200,SAR,,NULL,sale
7935,اديداس شوز ,,200,SAR,,NULL,sale
7936,اديداس شوز ,,200,SAR,,NULL,sale
7937,اديداس شوز ,,200,SAR,,NULL,sale
7938,اديداس شوز ,,200,SAR,,NULL,sale
7939,اديداس شوز ,,200,SAR,,NULL,sale
7940,اديداس شوز ,,200,SAR,,NULL,sale
7947,تمر سكري مجروش,,100,SAR,,20,sale
8027,تي شيرت طباعة حسب الطلب ,,180,SAR,,NULL,sale
8031,بلوفر الهلال ,,230,SAR,,NULL,sale
8051,بلاشر مورفي 9N,,120,SAR,,2,hidden
8052,ULTRA FINE PRO SETTING POWDER,,65,SAR,"[{""name"":""النوع"",""value"":""TRANSLUCENT, BANANA""}]",4,sale
8053,باليت شدو مورفي 35N,,150,SAR,,2,sale
8061,الصابونة الافريقية السوداء,,30,SAR,,6,sale
8062,تونر ماء الورد,,55,SAR,,4,sale
8065,زيت فيتامين e,,60,SAR,,1,sale
8075,بخاخ مثبت المكياج من جيرارد ,,90,SAR,"[{""name"":""\u0627\u0644\u0646\u0648\u0639"",""value"":""\u064a\u0627\u0633\u0645\u064a\u0646, \u0644\u064a\u0645\u0648\u0646, \u062e\u0648\u062e""}]",NULL,sale
8094,بلاشر كولور بوب ,,50,SAR,,3,sale
8095,روج كولور بوب,,35,SAR,,4,sale
8096,روج كولور بوب,,45,SAR,,5,sale
8097,روج كولوربوب,,45,SAR,,3,sale
8099,روج كولوربوب,,45,SAR,,1,deleted
8114,برايمر من BH,,45,SAR,,3,sale
8115,برايمر من BH,,45,SAR,,5,sale
8116,برايمر من BH,,45,SAR,,5,sale
8132,زبدة الشيا مع اللبان والمرة,,55,SAR,,7,sale
8148,زبدة الشيا من NOW,,50,SAR,,5,sale
8164,زيت جوز الهند,,75,SAR,,0,hidden
8197,زيت الجوجوبا,,50,SAR,,3,sale
8331,الكيكة المقرمشة,,70,SAR,,0,out
8360,حقيبة السمكة,,45,SAR,,1,sale
8447,تجهيز حفلة ذكرى زواج,,800,SAR,,0,out
8490,توفو,,0,SAR,,0,hidden
8503,جامبو ندولز,,12,SAR,"[{""name"":""\u0627\u0644\u0646\u0643\u0647\u0647"",""value"":""\u0628\u0647\u0631\u0627\u062a \u062d\u0627\u0631\u0647, \u0643\u064a\u0645\u062a\u0634\u064a, \u062f\u062c\u0627\u062c""}]",0,hidden
8504,راميون بالكمتشي,,8,SAR,,0,hidden
8507,راميون الاكلات البحرية,,6,SAR,,0,out
8508,راميون بالدجاج,,6,SAR,,0,hidden
8509,راميون بالطماطم,,6,SAR,,0,hidden
8510,بسكوت بالشكولاته,,0,SAR,,0,hidden
8511,اعشاب بحريه,,0,SAR,,0,hidden
8514,راميون الدجاج,,0,SAR,,NULL,hidden
8515,راميون نكهه حاره,,8,SAR,,NULL,hidden
8516,الراميون الحراق,,12,SAR,,NULL,hidden
8517,جاجانغ راميون,,12,SAR,,NULL,hidden
8521,بسكوت الكريمه,,0,SAR,,NULL,hidden
8522,توفو ,,25,SAR,,NULL,hidden
8528,جاجانغ راميون,,12,SAR,,NULL,hidden
8534,اعشاب البحر,,10,SAR,,NULL,hidden
8537,رز الدبوكي,,35,SAR,,NULL,hidden
8557,توزيعات لجميع المناسبات ,,2,SAR,"[{""name"":""\u064a\u0645\u0643\u0646\u0643 \u0627\u062d\u062a\u064a\u0627\u0631: "",""value"":""\u0627\u0644\u062b\u064a\u0645, \u0627\u0644\u062d\u062c\u0645, \u0646\u0648\u0639 \u0627\u0644\u0634\u0648\u0643\u0644\u0627\u062a\u0647""}]",1,sale
8563,تعليقه سيارة,,0,SAR,,0,hidden
8577,بكج الصداقه مع السله ,,115,SAR,,1,sale
8578,خدادية مخمل كبيره للتخرج ,,75,SAR,,1,sale
8579,خداديه بولستر كبيره ,,65,SAR,,1,sale
8588,اكواب باطراف ملونة ,,35,SAR,,4,hidden
8734,534326774374,,150,SAR,"[{""name"":""الحجم:"",""value"":""ارتفاع٣٩ عرض٢٩ وسماكه١٦ سم""},{""name"":""اللون:"",""value"":""ابيض, سماوي, اخضر, وردي""}]",NULL,hidden
8735,521820078322,,150,SAR,"[{""name"":""الحجم:"",""value"":""حجم طالبات مدراس""},{""name"":""اللون:"",""value"":""وردي, اسود""}]",NULL,hidden
8736,532817483453,,150,SAR,"[{""name"":""الحجم:"",""value"":""ارتفاع٣٠ سم وعرض٤٠ سم وسماكه٨سم""},{""name"":""اللون:"",""value"":""سماوي, وردي""}]",NULL,hidden
8737,527048772262,,180,SAR,"[{""name"":""الحجم:"",""value"":""ارتفاع٣٠ سم وعرض٤٠ سم وسماكه١٥ سم""},{""name"":""اللون:"",""value"":""سماوي, وردي, ابيض, اخضر""}]",NULL,hidden
8738,528346539272,,150,SAR,"[{""name"":""\u0627\u0644\u062d\u062c\u0645:"",""value"":"":\u0627\u0631\u062a\u0641\u0627\u0639\u0664\u0662 \u0648\u0639\u0631\u0636\u0663\u0660 \u0648\u0633\u0645\u0627\u0643\u0647\u0661\u0665 \u0633\u0645""},{""name"":""\u0627\u0644\u0644\u0648\u0646:"",""value"":""\u0627\u0632\u0631\u0642""}]",NULL,hidden
8739,528346539272,,150,SAR,"[{""name"":""الحجم:"",""value"":"":ارتفاع٤٢ وعرض٣٠ وسماكه١٥ سم""},{""name"":""اللون:"",""value"":""اسود""}]",NULL,hidden
8740,528346539272,,150,SAR,"[{""name"":""الحجم:"",""value"":"":ارتفاع٤٢ وعرض٣٠ وسماكه١٥ سم""},{""name"":""اللون:"",""value"":""وردي""}]",NULL,hidden
